farm_id,region,crop_type,planting_date,harvest_date,area_ha,yield_kg,irrigation_type,soil_type,fertilizer_used,pesticide_used,rainfall_mm,avg_temperature_c,farmer_age,organic,planting_year,harvest_year,planting_month,growing_days,days_since_harvest
859,West,Cotton,2025-01-11,2025-07-01,10.9,17647,Sprinkler,Sandy,Nitrogen-based,Insecticide,1126.2,22.9,56,No,2025,2025,2025-01,171,-20
860,South,Soybean,2020-11-21,2021-03-02,6.26,18200,Flood,Clay,Nitrogen-based,Fungicide,1329.5,19.8,52,No,2020,2021,2020-11,101,1562
861,West,Barley,2024-03-03,2024-08-30,48.52,112693,Sprinkler,Silt,Organic,Fungicide,1325.2,29.3,36,yes,2024,2024,2024-03,180,285
862,West,Soybean,2024-10-30,2025-04-23,1.59,3215,Sprinkler,Peat,Nitrogen-based,None,1379.7,30.7,37,No,2024,2025,2024-10,175,49
863,West,Barley,2022-08-30,2023-02-17,40.23,105880,Sprinkler,Silt,Organic,Mixed,1390.6,27.1,46,no,2022,2023,2022-08,171,845
864,North,Rice,2022-07-10,2022-11-19,39.51,161908,Drip,Clay,Phosphate-based,Fungicide,307.6,21.8,66,No,2022,2022,2022-07,132,935
865,West,Corn,2021-06-14,2021-11-08,15.21,67834,Sprinkler,Peat,Organic,Insecticide,464.3,15.4,53,no,2021,2021,2021-06,147,1311
866,East,Wheat,2024-03-19,2024-06-18,7.21,23923,Unknown,Sandy,Nitrogen-based,Herbicide,1298.0,31.2,54,yes,2024,2024,2024-03,91,358
867,South,Soybean,2021-05-21,2021-09-21,7.71,18456,Flood,Silt,None,Insecticide,875.5,18.5,39,no,2021,2021,2021-05,123,1359
868,South,Wheat,2024-09-16,2025-01-10,35.02,121650,Sprinkler,Clay,Mixed,Mixed,1549.4,18.9,64,no,2024,2025,2024-09,116,152
869,North,Rice,2023-07-29,2023-11-27,32.32,139075,Sprinkler,Sandy,Nitrogen-based,Insecticide,337.3,32.9,28,No,2023,2023,2023-07,121,562
870,North,Soybean,2021-07-21,2022-01-15,39.25,124493,Drip,Loam,Unknown,Fungicide,463.9,34.4,57,No,2021,2022,2021-07,178,1243
871,North,Soybean,2024-04-17,2024-07-24,46.91,109495,None,Silt,Nitrogen-based,Insecticide,1161.1,32.5,70,no,2024,2024,2024-04,98,322
872,West,Soybean,2024-05-11,2024-09-22,34.75,97872,Drip,Peat,Mixed,Insecticide,1051.4,35.0,33,no,2024,2024,2024-05,134,262
873,West,Barley,2022-12-03,2023-04-04,8.21,16826,Sprinkler,Sandy,Phosphate-based,Herbicide,606.2,31.7,62,no,2022,2023,2022-12,122,799
874,West,Barley,2022-09-19,2022-12-31,12.55,50381,Sprinkler,Clay,Phosphate-based,Fungicide,875.9,27.6,40,no,2022,2022,2022-09,103,893
875,West,Cotton,2023-07-07,2023-10-05,42.19,94428,Drip,Silt,Organic,Insecticide,166.5,17.3,50,No,2023,2023,2023-07,90,615
876,West,Rice,2021-05-04,2021-08-08,10.86,41509,Sprinkler,Sandy,Phosphate-based,Herbicide,170.4,33.8,67,yes,2021,2021,2021-05,96,1403
877,West,Barley,2021-07-16,2021-12-02,4.09,11006,Flood,Clay,Phosphate-based,Insecticide,280.4,31.9,51,no,2021,2021,2021-07,139,1287
878,South,Barley,2022-06-19,2022-11-12,35.31,95204,Unknown,Peat,Nitrogen-based,Mixed,1195.9,16.0,35,No,2022,2022,2022-06,146,942
879,East,Cotton,2020-06-07,2020-10-28,20.43,52137,Drip,Peat,Mixed,Fungicide,1741.1,22.2,70,No,2020,2020,2020-06,143,1687
880,West,Cotton,2024-01-01,2024-04-21,46.04,104490,Sprinkler,Clay,Organic,Herbicide,594.4,11.8,67,No,2024,2024,2024-01,111,416
881,South,Soybean,2021-08-08,2021-12-28,32.69,76290,Sprinkler,Peat,Organic,Mixed,164.5,33.8,50,no,2021,2021,2021-08,142,1261
882,South,Corn,2021-04-25,2021-09-25,4.98,20273,Sprinkler,Silt,Mixed,None,1446.4,24.3,38,no,2021,2021,2021-04,153,1355
883,East,Soybean,2021-07-10,2021-11-25,47.42,139819,Sprinkler,Sandy,Phosphate-based,Unknown,1725.2,16.1,25,yes,2021,2021,2021-07,138,1294
884,West,Wheat,2021-11-18,2022-04-01,13.3,44918,Flood,Peat,Unknown,None,362.5,17.3,35,No,2021,2022,2021-11,134,1167
885,South,Rice,2021-10-16,2022-03-24,17.19,76045,None,Clay,Nitrogen-based,None,832.9,34.5,54,No,2021,2022,2021-10,159,1175
886,North,Wheat,2025-01-02,2025-05-20,20.41,60460,Drip,Clay,Mixed,None,401.6,25.4,48,no,2025,2025,2025-01,138,22
887,South,Wheat,2023-01-11,2023-04-23,3.04,8710,None,Silt,Unknown,Fungicide,302.1,20.5,28,no,2023,2023,2023-01,102,780
888,South,Wheat,2020-06-14,2020-11-12,25.08,94259,None,Sandy,Unknown,Fungicide,1331.5,22.5,46,No,2020,2020,2020-06,151,1672
889,South,Soybean,2020-10-10,2021-03-22,6.6,20901,Drip,Loam,Organic,Fungicide,1938.3,12.5,70,Yes,2020,2021,2020-10,163,1542
890,South,Corn,2020-11-04,2021-04-26,20.35,111519,None,Clay,Mixed,Fungicide,1388.5,11.9,32,no,2020,2021,2020-11,173,1507
891,East,Wheat,2021-04-18,2021-10-12,17.86,61374,Flood,Sandy,Mixed,Fungicide,1971.1,24.8,40,No,2021,2021,2021-04,177,1338
892,West,Soybean,2022-02-23,2022-06-21,38.76,100331,Flood,Loam,Nitrogen-based,Herbicide,925.4,22.8,57,No,2022,2022,2022-02,118,1086
893,West,Soybean,2023-11-22,2024-03-11,40.26,79966,Drip,Loam,Nitrogen-based,Fungicide,1806.0,19.0,57,yes,2023,2024,2023-11,110,457
894,South,Rice,2020-11-08,2021-04-04,8.09,27604,Sprinkler,Clay,Organic,Insecticide,489.7,24.2,34,no,2020,2021,2020-11,147,1529
895,North,Wheat,2023-12-17,2024-03-25,18.64,65534,Sprinkler,Loam,Organic,Mixed,324.0,11.8,26,No,2023,2024,2023-12,99,443
896,South,Soybean,2021-03-14,2021-06-16,18.98,56515,Flood,Silt,Mixed,Herbicide,1434.8,33.6,68,no,2021,2021,2021-03,94,1456
897,North,Soybean,2020-05-11,2020-09-15,7.99,23133,Sprinkler,Clay,Organic,None,805.7,17.3,28,No,2020,2020,2020-05,127,1730
898,South,Soybean,2022-04-29,2022-07-30,40.02,105243,Unknown,Clay,Nitrogen-based,Fungicide,703.6,11.8,47,No,2022,2022,2022-04,92,1047
899,South,Wheat,2022-04-14,2022-08-22,35.51,123968,Sprinkler,Silt,Phosphate-based,Fungicide,1375.4,14.2,51,No,2022,2022,2022-04,130,1024
900,North,Soybean,2021-11-08,2022-03-11,9.92,24583,Sprinkler,Peat,Organic,Herbicide,733.6,12.4,57,no,2021,2022,2021-11,123,1188
901,East,Cotton,2023-01-16,2023-04-29,18.65,40776,Sprinkler,Loam,Nitrogen-based,Insecticide,1187.9,14.5,57,no,2023,2023,2023-01,103,774
902,West,Cotton,2022-08-12,2022-11-19,5.74,11127,Flood,Loam,Nitrogen-based,None,669.0,20.4,65,No,2022,2022,2022-08,99,935
903,South,Wheat,2022-05-01,2022-09-11,31.6,79772,Flood,Peat,Phosphate-based,Mixed,1589.1,28.5,44,No,2022,2022,2022-05,133,1004
904,South,Soybean,2020-05-07,2020-08-26,6.51,18385,Sprinkler,Silt,Organic,None,693.5,16.8,37,No,2020,2020,2020-05,111,1750
905,North,Corn,2021-02-27,2021-07-15,49.3,293647,Sprinkler,Peat,Organic,None,1116.5,20.9,35,Yes,2021,2021,2021-02,138,1427
906,South,Barley,2024-09-01,2024-12-20,39.14,150260,Flood,Sandy,Nitrogen-based,Unknown,144.0,33.2,43,no,2024,2024,2024-09,110,173
907,East,Cotton,2022-05-10,2022-08-17,19.82,41209,Drip,Peat,Mixed,Insecticide,1604.3,17.4,56,no,2022,2022,2022-05,99,1029
908,East,Corn,2022-03-08,2022-08-15,29.14,122800,Drip,Loam,Organic,None,1278.6,29.9,27,No,2022,2022,2022-03,160,1031
909,North,Rice,2025-01-27,2025-05-08,45.61,173451,None,Clay,Mixed,Fungicide,465.3,13.9,37,no,2025,2025,2025-01,101,34
910,West,Soybean,2024-04-25,2024-09-05,27.93,68401,Flood,Loam,Phosphate-based,Mixed,509.2,14.5,52,no,2024,2024,2024-04,133,279
911,North,Barley,2023-04-11,2023-09-24,9.14,26162,Sprinkler,Silt,Mixed,Herbicide,598.7,21.4,46,No,2023,2023,2023-04,166,626
912,South,Barley,2025-04-21,2025-10-06,19.25,57707,Unknown,Clay,None,Fungicide,1195.4,15.9,43,No,2025,2025,2025-04,168,-117
913,North,Soybean,2023-11-25,2024-04-24,42.24,111349,Flood,Loam,Organic,Unknown,1141.8,32.6,55,No,2023,2024,2023-11,151,413
914,East,Rice,2020-02-10,2020-08-08,32.39,144661,Sprinkler,Clay,None,Insecticide,620.3,11.3,44,yes,2020,2020,2020-02,180,1768
915,South,Soybean,2024-10-20,2025-01-21,32.71,84196,Flood,Silt,Nitrogen-based,Herbicide,1418.7,24.9,48,yes,2024,2025,2024-10,93,141
916,North,Wheat,2024-12-08,2025-05-02,43.41,86759,Unknown,Loam,Mixed,Herbicide,1789.2,25.1,56,no,2024,2025,2024-12,145,40
917,West,Barley,2024-04-16,2024-10-06,44.75,129568,Sprinkler,Peat,Organic,Fungicide,182.7,11.7,33,No,2024,2024,2024-04,173,248
918,South,Soybean,2023-03-25,2023-07-14,46.03,116572,Sprinkler,Clay,Nitrogen-based,None,892.7,28.3,43,Yes,2023,2023,2023-03,111,698
919,South,Barley,2022-02-18,2022-08-04,5.2,15761,Sprinkler,Clay,Unknown,Mixed,1227.7,21.7,47,no,2022,2022,2022-02,167,1042
920,West,Soybean,2022-09-03,2023-01-26,27.43,64856,Sprinkler,Silt,Phosphate-based,Fungicide,1214.2,28.1,49,no,2022,2023,2022-09,145,867
921,North,Rice,2020-01-13,2020-05-02,37.16,153623,Flood,Peat,Organic,Fungicide,137.1,30.7,57,no,2020,2020,2020-01,110,1866
922,West,Cotton,2025-04-14,2025-07-19,37.97,82276,Drip,Sandy,Organic,Mixed,500.1,18.1,70,no,2025,2025,2025-04,96,-38
923,South,Rice,2021-12-21,2022-04-02,30.53,119188,Flood,Loam,Organic,Mixed,217.5,22.1,68,No,2021,2022,2021-12,102,1166
924,West,Wheat,2021-09-03,2022-01-13,8.76,28944,None,Sandy,Phosphate-based,Insecticide,1181.0,16.5,26,No,2021,2022,2021-09,132,1245
925,South,Barley,2024-03-23,2024-07-17,39.97,113093,Drip,Sandy,Organic,Insecticide,1326.2,15.0,27,no,2024,2024,2024-03,116,329
926,East,Soybean,2022-03-09,2022-07-01,36.15,92498,Unknown,Sandy,Organic,Herbicide,403.5,10.0,52,no,2022,2022,2022-03,114,1076
927,West,Soybean,2024-10-13,2025-03-04,4.76,6682,Drip,Loam,Unknown,Fungicide,732.7,34.1,61,Yes,2024,2025,2024-10,142,99
928,South,Soybean,2024-12-31,2025-06-28,23.46,48586,Drip,Peat,Mixed,Insecticide,726.6,21.0,59,No,2024,2025,2024-12,179,-17
929,West,Corn,2024-09-07,2025-02-14,9.11,37752,Flood,Sandy,Nitrogen-based,Mixed,1657.6,10.3,38,No,2024,2025,2024-09,160,117
930,West,Soybean,2022-05-08,2022-10-14,17.21,44421,Sprinkler,Loam,Phosphate-based,Herbicide,469.9,10.2,48,no,2022,2022,2022-05,159,971
931,West,Wheat,2023-01-07,2023-05-10,1.4,5001,Drip,Loam,Phosphate-based,Herbicide,1141.8,17.2,61,no,2023,2023,2023-01,123,763
932,South,Cotton,2024-03-10,2024-08-31,20.32,39918,Sprinkler,Loam,Organic,Herbicide,1587.6,10.3,27,no,2024,2024,2024-03,174,284
933,South,Corn,2024-02-13,2024-06-18,27.72,156236,None,Loam,Nitrogen-based,Mixed,1676.2,19.4,47,No,2024,2024,2024-02,126,358
934,East,Wheat,2023-01-23,2023-05-31,31.17,102602,None,Sandy,Organic,None,1366.5,11.6,58,No,2023,2023,2023-01,128,742
935,North,Barley,2024-06-26,2024-10-24,33.34,95310,Sprinkler,Clay,Nitrogen-based,Insecticide,669.1,11.0,33,No,2024,2024,2024-06,120,230
936,West,Corn,2023-05-20,2023-08-30,41.9,227537,Sprinkler,Loam,Nitrogen-based,Insecticide,1663.8,26.7,42,No,2023,2023,2023-05,102,651
937,South,Soybean,2025-01-12,2025-04-18,11.17,28955,Sprinkler,Loam,Nitrogen-based,None,1510.1,32.7,26,no,2025,2025,2025-01,96,54
938,North,Wheat,2021-03-27,2021-08-14,6.46,18966,Drip,Silt,Organic,Insecticide,1438.5,20.2,46,Yes,2021,2021,2021-03,140,1397
939,South,Soybean,2022-09-26,2023-03-08,42.65,112879,Sprinkler,Loam,None,Insecticide,227.9,30.9,59,No,2022,2023,2022-09,163,826
940,North,Barley,2021-03-25,2021-09-01,8.25,28112,Sprinkler,Clay,Phosphate-based,None,182.2,10.7,55,no,2021,2021,2021-03,160,1379
941,East,Barley,2021-07-12,2021-12-11,48.75,146179,Flood,Silt,Phosphate-based,Insecticide,1421.2,29.4,50,No,2021,2021,2021-07,152,1278
942,West,Corn,2022-06-11,2022-09-28,42.21,217950,Drip,Silt,None,Mixed,1895.1,11.6,38,no,2022,2022,2022-06,109,987
943,West,Cotton,2022-09-21,2022-12-26,25.29,43922,Sprinkler,Sandy,Organic,Mixed,1570.1,31.0,69,No,2022,2022,2022-09,96,898
944,West,Barley,2020-02-29,2020-07-14,49.08,166610,Sprinkler,Clay,Mixed,Insecticide,1679.8,32.1,52,no,2020,2020,2020-02,136,1793
945,South,Wheat,2022-03-07,2022-06-05,5.32,12591,Flood,Sandy,Phosphate-based,Insecticide,1135.5,29.6,35,no,2022,2022,2022-03,90,1102
946,North,Corn,2021-11-19,2022-04-12,15.5,57667,Drip,Peat,Mixed,Herbicide,678.7,30.5,56,Yes,2021,2022,2021-11,144,1156
947,North,Rice,2023-10-01,2024-01-10,32.09,135512,Sprinkler,Sandy,Organic,Mixed,1387.7,24.0,45,No,2023,2024,2023-10,101,518
948,South,Soybean,2023-10-22,2024-02-26,17.83,38686,Drip,Loam,Nitrogen-based,Herbicide,1452.7,16.6,47,No,2023,2024,2023-10,127,471
949,West,Wheat,2024-06-22,2024-12-13,46.45,162114,Sprinkler,Loam,Organic,Insecticide,1383.2,26.1,48,No,2024,2024,2024-06,174,180
950,South,Barley,2022-04-08,2022-09-25,3.75,7848,Drip,Silt,Phosphate-based,Unknown,1898.7,21.0,36,No,2022,2022,2022-04,170,990
951,South,Corn,2024-01-23,2024-07-07,27.7,158481,Unknown,Sandy,Organic,Herbicide,797.6,10.1,27,no,2024,2024,2024-01,166,339
952,South,Corn,2020-12-04,2021-05-04,29.75,167068,Sprinkler,Silt,Organic,None,175.3,21.9,30,No,2020,2021,2020-12,151,1499
953,South,Soybean,2024-09-17,2025-01-10,32.81,83477,Drip,Clay,None,Fungicide,1826.0,26.3,36,No,2024,2025,2024-09,115,152
954,South,Corn,2022-08-15,2022-11-25,13.16,45077,None,Clay,Phosphate-based,Insecticide,404.9,10.3,44,No,2022,2022,2022-08,102,929
955,South,Cotton,2025-02-26,2025-05-30,18.55,27509,Drip,Peat,Nitrogen-based,Insecticide,1424.9,25.5,30,no,2025,2025,2025-02,93,12
956,South,Rice,2020-09-18,2021-01-12,42.26,175123,Unknown,Sandy,Phosphate-based,Herbicide,1759.1,26.3,44,no,2020,2021,2020-09,116,1611
957,East,Soybean,2023-06-28,2023-10-17,10.15,24488,Flood,Clay,Mixed,Mixed,689.3,14.0,38,No,2023,2023,2023-06,111,603
958,East,Barley,2022-12-29,2023-06-18,41.43,128659,Sprinkler,Clay,Phosphate-based,Unknown,1677.8,20.8,65,Yes,2022,2023,2022-12,171,724
959,South,Wheat,2020-02-25,2020-07-01,28.35,84179,Flood,Clay,Nitrogen-based,Herbicide,730.9,34.1,68,No,2020,2020,2020-02,127,1806
960,West,Cotton,2025-01-31,2025-05-11,38.23,74680,Drip,Sandy,Mixed,Fungicide,1609.1,32.1,25,No,2025,2025,2025-01,100,31
961,North,Rice,2022-03-17,2022-08-14,35.82,91133,Flood,Sandy,Nitrogen-based,Mixed,232.7,20.3,44,yes,2022,2022,2022-03,150,1032
962,South,Soybean,2023-04-27,2023-08-09,10.77,30246,Drip,Silt,Organic,Herbicide,1345.0,18.7,46,No,2023,2023,2023-04,104,672
963,West,Cotton,2023-03-01,2023-07-08,28.66,51738,Sprinkler,Sandy,Mixed,Insecticide,1386.6,13.1,64,no,2023,2023,2023-03,129,704
964,West,Wheat,2023-09-19,2024-02-06,43.45,122564,Drip,Silt,Unknown,Insecticide,1033.7,10.9,55,No,2023,2024,2023-09,140,491
965,South,Corn,2020-02-25,2020-07-24,21.89,91886,Sprinkler,Clay,Nitrogen-based,Mixed,1405.5,17.4,55,no,2020,2020,2020-02,150,1783
966,South,Cotton,2020-06-20,2020-11-19,48.35,74356,Sprinkler,Clay,Organic,None,1854.0,33.5,52,No,2020,2020,2020-06,152,1665
967,East,Barley,2023-08-09,2024-01-30,22.88,78210,Drip,Loam,Nitrogen-based,Insecticide,1494.3,34.0,36,no,2023,2024,2023-08,174,498
968,North,Cotton,2022-05-27,2022-09-27,7.57,16946,Unknown,Clay,Nitrogen-based,Herbicide,1926.5,30.3,40,no,2022,2022,2022-05,123,988
969,North,Rice,2020-10-04,2021-01-13,19.78,88756,Sprinkler,Peat,Organic,Unknown,952.4,18.8,57,no,2020,2021,2020-10,101,1610
970,South,Soybean,2024-11-10,2025-05-01,47.61,115159,Drip,Sandy,Nitrogen-based,None,1103.8,13.6,59,no,2024,2025,2024-11,172,41
971,South,Wheat,2022-08-03,2023-01-09,16.33,36218,None,Silt,Phosphate-based,Mixed,601.1,24.9,68,No,2022,2023,2022-08,159,884
972,South,Soybean,2021-01-07,2021-05-26,43.47,142940,Drip,Peat,Organic,Herbicide,1972.6,26.2,28,Yes,2021,2021,2021-01,139,1477
973,South,Wheat,2020-04-12,2020-08-03,44.12,140744,Sprinkler,Loam,Nitrogen-based,Mixed,204.8,20.6,34,no,2020,2020,2020-04,113,1773
974,West,Cotton,2021-06-16,2021-10-31,17.83,36391,Flood,Loam,Organic,Herbicide,781.4,27.3,58,no,2021,2021,2021-06,137,1319
975,West,Barley,2022-02-15,2022-07-03,4.62,12239,None,Loam,Mixed,Mixed,665.6,28.7,65,No,2022,2022,2022-02,138,1074
976,South,Soybean,2021-11-01,2022-03-18,36.37,63039,Drip,Silt,Phosphate-based,Fungicide,834.4,29.6,27,no,2021,2022,2021-11,137,1181
977,South,Corn,2021-03-09,2021-06-30,15.92,93230,Flood,Peat,Mixed,None,1843.7,22.6,55,no,2021,2021,2021-03,113,1442
978,East,Wheat,2022-07-20,2022-12-14,39.25,99068,Sprinkler,Clay,Organic,Insecticide,799.3,29.8,55,No,2022,2022,2022-07,147,910
979,East,Rice,2021-10-31,2022-02-03,22.41,96989,Drip,Sandy,None,Herbicide,1842.3,10.6,25,No,2021,2022,2021-10,95,1224
980,South,Rice,2021-11-22,2022-03-25,24.52,109420,Flood,Peat,Organic,Insecticide,904.3,27.0,29,Yes,2021,2022,2021-11,123,1174
981,South,Wheat,2024-04-07,2024-08-31,39.01,122895,Drip,Sandy,Organic,Insecticide,1724.1,15.9,29,No,2024,2024,2024-04,146,284
982,West,Cotton,2024-12-06,2025-05-04,19.43,41599,Drip,Clay,Nitrogen-based,Insecticide,1091.3,16.8,26,no,2024,2025,2024-12,149,38
983,South,Barley,2022-02-15,2022-06-18,22.43,75485,Flood,Silt,Mixed,Fungicide,691.6,12.3,39,No,2022,2022,2022-02,123,1089
984,South,Soybean,2021-07-23,2021-11-18,19.12,42118,Flood,Loam,Nitrogen-based,Fungicide,953.8,14.8,25,yes,2021,2021,2021-07,118,1301
985,South,Corn,2024-03-20,2024-07-22,18.68,95704,Drip,Clay,Mixed,Herbicide,906.3,34.8,45,no,2024,2024,2024-03,124,324
986,South,Cotton,2024-08-30,2025-02-08,26.53,51268,Unknown,Sandy,None,Mixed,593.8,20.4,61,no,2024,2025,2024-08,162,123
987,South,Barley,2022-05-13,2022-08-18,40.54,82190,Drip,Loam,Mixed,Mixed,650.3,33.2,31,yes,2022,2022,2022-05,97,1028
988,South,Barley,2021-05-31,2021-09-17,18.41,53761,Unknown,Clay,Organic,Unknown,454.3,14.1,35,yes,2021,2021,2021-05,109,1363
989,South,Corn,2024-09-05,2025-03-03,26.45,157071,Unknown,Clay,Mixed,Unknown,738.4,15.1,50,no,2024,2025,2024-09,179,100
990,East,Wheat,2020-06-16,2020-12-08,33.7,121972,Drip,Sandy,None,Insecticide,1286.4,23.9,66,No,2020,2020,2020-06,175,1646
991,East,Soybean,2022-08-21,2022-12-01,13.84,44240,Flood,Peat,Mixed,Insecticide,834.5,18.7,26,No,2022,2022,2022-08,102,923
992,South,Barley,2020-02-09,2020-05-19,14.24,29263,Flood,Clay,Organic,Herbicide,1453.4,26.1,54,no,2020,2020,2020-02,100,1849
993,South,Barley,2024-03-14,2024-09-05,46.7,162703,Sprinkler,Clay,Organic,Herbicide,1975.3,20.6,38,Yes,2024,2024,2024-03,175,279
994,West,Rice,2023-01-09,2023-05-23,36.31,149266,Sprinkler,Clay,Nitrogen-based,Fungicide,816.5,30.3,29,No,2023,2023,2023-01,134,750
995,North,Cotton,2020-04-16,2020-09-22,29.07,72098,Unknown,Clay,Nitrogen-based,Fungicide,979.0,20.8,55,No,2020,2020,2020-04,159,1723
996,South,Soybean,2021-12-17,2022-05-08,32.56,76579,Drip,Silt,Phosphate-based,Herbicide,411.8,24.3,56,No,2021,2022,2021-12,142,1130
997,North,Cotton,2021-04-04,2021-09-16,1.95,3589,Unknown,Clay,Mixed,Mixed,845.2,18.0,58,no,2021,2021,2021-04,165,1364
998,South,Soybean,2023-08-24,2023-12-21,31.1,63576,Sprinkler,Peat,Phosphate-based,Fungicide,1481.0,27.6,34,Yes,2023,2023,2023-08,119,538
999,West,Corn,2020-05-20,2020-10-27,25.72,143568,Unknown,Sandy,Phosphate-based,Insecticide,513.1,26.4,55,No,2020,2020,2020-05,160,1688
1000,South,Rice,2024-05-18,2024-08-23,27.51,118531,Flood,Loam,None,Fungicide,445.9,19.9,51,no,2024,2024,2024-05,97,292
1001,South,Barley,2023-08-27,2024-01-13,18.29,42631,Sprinkler,Peat,Phosphate-based,None,815.1,16.9,42,no,2023,2024,2023-08,139,515
1002,South,Barley,2020-03-23,2020-08-26,4.53,8566,Drip,Silt,Nitrogen-based,Insecticide,1655.4,25.4,29,no,2020,2020,2020-03,156,1750
1003,East,Rice,2024-03-24,2024-08-14,10.07,42788,None,Peat,Mixed,Herbicide,1284.9,33.6,41,No,2024,2024,2024-03,143,301
1004,North,Corn,2020-03-04,2020-08-09,47.56,256675,Sprinkler,Clay,Nitrogen-based,Unknown,1919.4,13.3,35,No,2020,2020,2020-03,158,1767
1005,West,Corn,2025-04-28,2025-10-22,20.73,88305,Flood,Loam,Phosphate-based,Herbicide,1818.6,30.0,29,No,2025,2025,2025-04,177,-133
1006,West,Cotton,2021-05-21,2021-10-18,23.6,38790,Sprinkler,Peat,Organic,Herbicide,387.2,23.6,62,yes,2021,2021,2021-05,150,1332
1007,West,Barley,2021-02-12,2021-07-25,3.11,9564,Drip,Silt,Organic,Fungicide,180.9,23.1,61,yes,2021,2021,2021-02,163,1417
1008,South,Soybean,2024-09-14,2025-01-12,2.36,7542,Sprinkler,Clay,Nitrogen-based,Fungicide,858.3,34.0,45,no,2024,2025,2024-09,120,150
1009,North,Soybean,2020-02-11,2020-07-10,36.0,83317,Drip,Clay,Organic,None,1092.0,25.1,48,no,2020,2020,2020-02,150,1797
1010,South,Wheat,2023-06-26,2023-11-01,27.14,70676,Flood,Clay,Organic,Unknown,1079.6,30.8,54,Yes,2023,2023,2023-06,128,588
1011,North,Soybean,2020-11-08,2021-02-16,25.68,67078,Sprinkler,Peat,None,Fungicide,354.8,22.9,40,No,2020,2021,2020-11,100,1576
1012,West,Cotton,2021-05-03,2021-09-20,12.53,27447,Sprinkler,Clay,Mixed,Unknown,337.2,16.2,65,yes,2021,2021,2021-05,140,1360
1013,West,Corn,2020-09-15,2020-12-18,37.37,176639,Drip,Peat,None,Herbicide,189.0,27.4,46,yes,2020,2020,2020-09,94,1636
1014,West,Wheat,2022-08-27,2023-01-28,8.83,34536,Sprinkler,Loam,Mixed,Insecticide,1716.6,33.1,26,Yes,2022,2023,2022-08,154,865
1015,South,Barley,2023-10-03,2024-03-14,9.9,31469,Drip,Sandy,Organic,Mixed,1900.7,31.0,43,No,2023,2024,2023-10,163,454
1016,South,Cotton,2020-08-22,2021-01-25,23.31,43953,Unknown,Clay,None,Mixed,319.8,15.0,61,no,2020,2021,2020-08,156,1598
1017,West,Cotton,2023-03-01,2023-08-11,14.67,22331,Drip,Clay,Nitrogen-based,Fungicide,504.9,17.9,26,yes,2023,2023,2023-03,163,670
1018,South,Soybean,2025-04-25,2025-10-18,12.75,38183,Flood,Sandy,Nitrogen-based,Herbicide,270.7,22.9,35,No,2025,2025,2025-04,176,-129
1019,West,Rice,2021-03-22,2021-09-07,32.44,152959,Sprinkler,Sandy,Nitrogen-based,Fungicide,1767.3,24.3,57,no,2021,2021,2021-03,169,1373
1020,South,Wheat,2022-08-10,2022-11-26,32.72,93702,None,Peat,Nitrogen-based,Herbicide,1921.5,14.8,33,Yes,2022,2022,2022-08,108,928
1021,East,Corn,2023-12-03,2024-03-17,41.31,217411,Flood,Clay,Organic,Herbicide,597.4,15.8,49,no,2023,2024,2023-12,105,451
1022,East,Rice,2021-06-08,2021-11-02,21.18,82807,Drip,Silt,Phosphate-based,Insecticide,676.8,29.0,30,Yes,2021,2021,2021-06,147,1317
1023,East,Cotton,2024-04-19,2024-08-09,4.12,8883,Drip,Loam,Nitrogen-based,Fungicide,789.1,28.3,35,yes,2024,2024,2024-04,112,306
1024,East,Corn,2022-01-25,2022-05-16,14.05,59449,Drip,Clay,Organic,None,1054.7,31.0,51,yes,2022,2022,2022-01,111,1122
1025,South,Soybean,2020-12-09,2021-04-05,49.01,101067,Sprinkler,Clay,Mixed,None,1396.7,33.3,32,no,2020,2021,2020-12,117,1528
1026,North,Wheat,2023-05-25,2023-09-16,30.01,100980,Sprinkler,Loam,Phosphate-based,Fungicide,1058.3,17.7,69,Yes,2023,2023,2023-05,114,634
1027,South,Cotton,2023-05-28,2023-09-11,35.63,81282,Drip,Loam,Nitrogen-based,Mixed,1906.9,31.5,55,yes,2023,2023,2023-05,106,639
1028,South,Cotton,2024-03-11,2024-06-14,0.86,1593,Sprinkler,Silt,Mixed,Fungicide,289.8,26.7,51,No,2024,2024,2024-03,95,362
1029,South,Barley,2024-01-11,2024-06-03,26.15,64992,Drip,Loam,Mixed,Insecticide,1617.4,33.9,68,No,2024,2024,2024-01,144,373
1030,East,Wheat,2020-08-22,2020-11-30,2.36,8298,Sprinkler,Clay,Nitrogen-based,Mixed,735.5,16.8,65,No,2020,2020,2020-08,100,1654
1031,South,Barley,2024-05-11,2024-11-04,28.68,71688,None,Clay,Organic,Fungicide,817.3,16.7,29,no,2024,2024,2024-05,177,219
1032,West,Wheat,2024-08-04,2024-12-27,46.08,139389,Sprinkler,Peat,Mixed,Insecticide,1446.8,27.6,39,No,2024,2024,2024-08,145,166
1033,West,Soybean,2020-12-01,2021-03-26,48.44,119802,Sprinkler,Clay,Organic,Herbicide,1865.8,33.2,26,Yes,2020,2021,2020-12,115,1538
1034,North,Rice,2021-09-29,2022-03-18,27.26,85047,Sprinkler,Sandy,None,Herbicide,1460.8,30.6,39,No,2021,2022,2021-09,170,1181
