Farm_ID,Region,Crop_Type,Planting_Date,Harvest_Date,Area_ha,Yield_kg,Irrigation_Type,Soil_Type,Fertilizer_Used,Pesticide_Used,Rainfall_mm,Avg_Temperature_C,Farmer_Age,Organic
1135,North,wheat,28/11/2021,22/03/2022,20.58,58651,Nne,Silt,organik,Herbicid,471.1,28.8,43,No
1136,west,Soybeans,26/07/2021,18/11/2021,2.53,4977,None,loam,Nitrogn-based,Nne,1884.9,29.9,36,no
1137,South,Wheat,07/12/2024,14/03/2025,17.69,54835,Floo d,sand,MIXED,Nne,1609.4,20.3,33,No
1138,suoth,Wheat,05/05/2023,03/09/2023,13.63,32408,Sprinkler,Clay,Phosphate-based,Fungi cide,1636.5,34.6,65,No
1139,West,Rice,07/12/2023,10/03/2024,34.46,146884,Sprink ler,clay,mixd,Nne,840.6,27,53,No
1140,suoth,Rice,07/12/2024,04/05/2025,47.47,168502,Flood,Lom,Organic,herbicide,1022.7,28.6,51,No
1141,Soth,Soy,19/07/2021,23/10/2021,13.77,18203,SPRINKLER,Loam,MIXED,Herbicide,1227.4,14.8,29,No
1142,South,cotton,12/02/2023,28/06/2023,40.67,91024,Flod,Lom,Phosphate-based,Insecticide,1600.6,30.9,50,No
1143,suoth,Soy,21/01/2020,19/07/2020,3.24,8700,flood,Lom,None,none,1713.2,33.6,54,Yes
1144,North,Wheat,24/11/2022,19/03/2023,27.14,97943,DRIp,LOAM,Phosphate-based,MIXED,248.3,15.9,38,Yes
1145,West,wheat,25/04/2025,28/08/2025,3.99,8217,flood,Cl ay,Mi xed,MIXED,1817.7,27.2,57,no
1146,East,Corn,26/01/2021,12/06/2021,46.73,210709,Sprink ler,Si lt,Non,Insecticide,1881.2,28.7,59,No
1147,South,Corn,24/06/2020,20/11/2020,38.43,195942,none,sand,nitrogen based,Fungicide,1226.5,17.6,35,No
1148,North,Rice,09/05/2021,10/10/2021,33.07,143623,Sprink ler,PEAT,MIXED,Fungicide,454.8,21.9,28,Yes
1149,west,wheat,14/01/2024,02/06/2024,41.28,96665,Sprink ler,SANDY,None,Fungi cide,1655,12.4,57,No
1150,Soth,Cotton,12/04/2022,30/09/2022,32.55,69313,Floo d,LOAM,Phosphate-based,insecticide,1142.3,14.3,30,no
1151,West,Wheat,27/09/2022,10/01/2023,48.46,132911,Dr ip,sand,Nitrogn-based,Insectcide,1652.7,11.5,52,No
1152,South,Corn,11/02/2023,07/08/2023,35.84,129335,sprnkler,clay,ORGANIC,Fungicide,1648.1,24,34,no
1153,South,wheat,01/04/2024,03/07/2024,46.27,123179,None,peat,Phosphate-based,fungicid,264.8,25.6,60,No
1154,East,wheat,07/05/2021,04/09/2021,26.1,84341,dripp,PEAT,none,Herbicid,1253.3,32.9,50,No
1155,East,Wheat,15/11/2023,31/03/2024,6.29,13737,none,Si lt,phosphate based,Herbicid,1018,23.6,54,no
1156,west,Barley,02/09/2022,01/02/2023,26.64,81719,Sprinkler,Lom,None,herbicide,1897.6,16.5,46,no
1157,Soth,wheat,15/08/2023,28/01/2024,6.78,21204,Flood,Peet,ORGANIC,insecticide,663.6,11.5,29,No
1158,west,wheat,28/12/2023,23/05/2024,29.83,86082,Drip,Loam,Nitrogn-based,Insecticide,491.4,32.1,26,No
1159,North,corn,02/10/2022,22/01/2023,24.38,92000,Sprinkler,loam,Nitrogen-based,insecticide,1804.5,22,57,yes
1160,North,cotton,06/07/2022,03/12/2022,31.32,48029,Drip,peat,ORGANIC,Insecticide,382.6,28.4,40,yes
1161,west,Soy,11/06/2024,23/11/2024,1,2350,None,Sandy,Mixed,Mixed,1404.4,10.4,31,no
1162,Soth,Wheat,05/02/2020,14/07/2020,10.14,25286,Sprinkler,Cly,MIXED,none,670,22.2,45,No
1163,west,corn,09/07/2020,20/11/2020,24.82,117887,none,SANDY,mixd,insecticide,1178.9,18.1,59,Yes
1164,Soth,wheat,25/08/2021,06/01/2022,47.55,162040,sprnkler,Si lt,nitrogen based,insecticide,1270.8,10.8,70,no
1165,Soth,Barley,29/03/2021,17/07/2021,19.49,52337,None,Cl ay,mixd,Insecticide,893,29.4,46,Yes
1166,suoth,Soy,08/04/2022,09/08/2022,21.51,51351,None,Peat,MIXED,Insecticide,1952.4,22.8,46,No
1167,West,Wheat,17/11/2023,13/05/2024,35.88,102801,Sprinkler,Cl ay,Nitrogen-based,Mixed,350.5,18.3,30,No
1168,Soth,Rice,13/05/2021,22/08/2021,30.39,140038,sprnkler,SANDY,ORGANIC,herbicide,843.7,30.1,57,No
1169,East,corn,19/09/2021,23/01/2022,15.3,91341,None,Peet,Non,MIXED,917.8,21.2,63,no
1170,Soth,Soy,21/09/2023,23/12/2023,20.84,55397,Sprinkler,sand,Nitrogn-based,MIXED,1299,10.1,67,No
1171,Soth,Wheat,06/04/2023,23/08/2023,11.28,34533,Flood,LOAM,MIXED,Fungicide,873.8,33.6,49,no
1172,Soth,corn,25/01/2022,01/05/2022,48.32,249919,Sprink ler,peat,nitrogen based,Fungi cide,284.4,16.4,42,yes
1173,suoth,Barley,27/08/2022,15/12/2022,6.97,23696,None,loam,Phyosphate-based,Fungicide,1900.1,30.8,65,no
1174,suoth,Wheat,07/02/2023,20/07/2023,18.91,60782,sprnkler,loam,Organic,insecticide,890.6,30.4,59,No
1175,North,Wheat,23/12/2022,19/04/2023,1.78,6559,Sprink ler,Peet,Organic,mixed,751.1,14.1,48,no
1176,suoth,Wheat,05/12/2021,02/04/2022,11.48,32275,None,Sandy,Nitrogn-based,herbicide,948.8,21.9,64,no
1177,East,barlay,21/05/2022,09/11/2022,39.13,87614,Flod,Loam,Mi xed,Herbicide,511.5,11,64,No
1178,East,Soybeans,07/03/2024,03/07/2024,10.46,23525,Floo d,San dy,Nitrogen-based,Herbicid,290.4,18.9,47,Yes
1179,suoth,barlay,01/02/2023,27/07/2023,4.46,11433,Flod,Si lt,mixd,Fungicide,382.3,28.3,57,no
1180,west,wheat,08/11/2021,04/03/2022,23.99,89291,Flood,Si lt,Organic,Herbicide,416.6,15.9,53,no
1181,West,Rice,21/12/2021,24/04/2022,0.99,4397,SPRINKLER,loam,Phosphate-based,mix ed,475.6,12.9,34,No
1182,suoth,wheat,10/12/2023,31/05/2024,4.7,12751,sprnkler,silt,Phosphate-based,Insecticide,897.9,22.7,39,no
1183,Soth,Barley,18/07/2022,07/12/2022,40.48,127088,Sprink ler,LOAM,mixd,Mixed,1285.4,23.4,34,No
1184,South,barlay,08/07/2021,10/12/2021,38.69,106226,Flood,PEAT,None,herbicide,1294.9,26.9,50,no
1185,West,Soy,19/09/2021,20/12/2021,45.8,142573,Sprink ler,Sandy,organik,Herbicid,100.2,29,64,no
1186,West,rice,29/05/2021,22/11/2021,42.8,162630,dripp,loam,organik,none,1849.8,27.4,53,No
1187,East,Soybeans,17/04/2021,17/07/2021,34.32,65994,Dr ip,loam,MIXED,herbicide,1663.4,31.1,58,Yes
1188,West,Cotton,04/09/2020,01/02/2021,3.09,6006,Flod,PEAT,Organic,Insectcide,1931.5,15.6,42,No
1189,suoth,rice,17/01/2024,02/05/2024,39.25,149154,None,Peet,none,mix ed,784,24.2,26,no
1190,Soth,Soybeans,29/01/2021,20/07/2021,42.35,84542,Sprink ler,Sandy,nitrogen based,Insecticide,1363.1,19,49,yes
1191,Soth,cotton,08/10/2021,28/01/2022,40.05,87139,flood,Cly,nitrogen based,Fungicide,419.2,34.1,45,no
1192,North,cotton,01/09/2020,14/02/2021,25.67,62311,Sprink ler,loam,Mixed,Insecticide,1652.4,21,55,No
1193,Soth,Wheat,01/03/2024,31/05/2024,12.03,30013,flood,loam,MIXED,None,406.6,34,46,No
1194,Soth,wheat,02/01/2023,30/04/2023,42.34,145553,Sprink ler,Clay,nitrogen based,Insectcide,719.4,29.2,33,no
1195,East,Soybeans,09/04/2024,09/08/2024,36.49,82924,None,SANDY,MIXED,none,1032.6,28,51,No
1196,Soth,Cotton,14/11/2023,29/04/2024,49.05,97736,Flood,Peat,Phyosphate-based,MIXED,1229.6,22.3,49,No
1197,North,Soybeans,14/01/2021,23/05/2021,8.21,20125,dripp,silt,organik,Fungi cide,1163.3,21.1,49,No
1198,South,Rice,27/01/2021,26/07/2021,11.67,46506,DRIp,loam,MIXED,Insecticide,294,23.2,51,yes
1199,suoth,rice,19/03/2021,07/09/2021,10.98,47036,dripp,Cly,Phyosphate-based,Fungicide,901.2,17.3,34,No
1200,East,Rice,21/02/2024,25/06/2024,39.73,134505,Drip,LOAM,Nitrogen-based,Nne,1853.5,32.6,54,No
1201,South,Cotton,18/09/2022,09/02/2023,9.75,23282,DRIp,Sandy,Phyosphate-based,fungicid,1757.5,29.9,28,no
1202,East,Soybeans,20/07/2021,05/12/2021,3.8,10217,Dr ip,peat,Nitrogen-based,Mixed,1222.5,30,45,no
1203,west,corn,23/01/2024,05/06/2024,49.93,280940,sprnkler,loam,Organic,Mixed,1187.4,20.8,54,No
1204,West,wheat,22/04/2023,17/09/2023,1.73,4582,Flood,Peat,Phyosphate-based,Herbicid,312.2,11.8,57,No
1205,west,Rice,05/04/2024,05/08/2024,41.84,139374,dripp,sand,Mixed,herbicide,480.5,27.1,67,no
1206,Soth,Rice,10/12/2022,06/04/2023,18.59,87551,Drip,Cly,Phyosphate-based,insecticide,580,19.4,50,no
1207,South,Corn,07/05/2023,03/10/2023,42.16,174191,Sprink ler,SANDY,organik,mixed,1027.6,31.8,26,No
1208,Soth,Soybeans,02/08/2021,08/12/2021,27.95,71439,Sprink ler,Lom,Mi xed,mix ed,1489.6,29.5,47,No
1209,West,wheat,24/07/2020,16/01/2021,45.13,156084,Floo d,Silt,None,Insecticide,975.4,13.6,55,No
1210,East,Rice,01/09/2024,04/02/2025,46.35,181873,None,loam,ORGANIC,Fungi cide,339.5,25,28,No
1211,West,barlay,01/02/2021,20/07/2021,0.95,3126,Flod,Silt,organik,mix ed,934.8,27.3,44,No
1212,North,Barley,29/08/2021,16/01/2022,4.23,11361,Sprinkler,Cly,none,herbicide,409,24.2,49,yes
1213,West,Soybeans,10/04/2021,21/09/2021,12.89,26050,sprnkler,Si lt,Nitrogen-based,Mixed,1527.2,22.9,69,yes
1214,North,cotton,09/01/2022,22/04/2022,33.63,71035,none,Sandy,Phosphate-based,herbicide,416.4,15.7,25,no
1215,West,Corn,02/01/2021,02/04/2021,44.47,228963,DRIp,sand,mixd,Herbicid,1016.8,15.9,26,Yes
1216,suoth,Rice,11/09/2021,13/02/2022,23.27,130609,Drip,Lom,Mi xed,Herbicide,1417.5,29.2,30,yes
1217,North,Corn,29/01/2020,21/07/2020,30.55,131095,Drip,Cl ay,Mixed,Insectcide,533.6,10.5,31,No
1218,South,cotton,21/12/2023,06/05/2024,9.83,18917,Sprinkler,silt,Nitrogn-based,Mixed,244.5,29.5,28,No
1219,Soth,Cotton,29/12/2022,08/06/2023,40.35,71852,Flood,Si lt,Phyosphate-based,insecticide,1170.3,23.2,42,no
1220,Soth,Cotton,16/09/2020,07/03/2021,48.38,94691,SPRINKLER,Sandy,Mixed,Nne,203,33.4,65,No
1221,west,rice,15/07/2021,28/12/2021,13.8,53686,sprnkler,sand,Nitrogn-based,herbicide,1216.8,34.9,67,No
1222,Soth,Soybeans,03/04/2020,17/09/2020,24.99,54300,Sprinkler,Cl ay,phosphate based,insecticide,1531.6,26.6,29,no
1223,East,cotton,21/04/2020,25/08/2020,4.76,10188,DRIp,SANDY,Nitrogn-based,insecticide,725.7,20.3,49,no
1224,suoth,Soybean,07/02/2023,15/06/2023,28.18,68187,flood,peat,Nitrogen-based,insecticide,1027.9,21.9,25,Yes
1225,West,rice,21/08/2021,14/02/2022,25.39,122057,Sprinkler,PEAT,nitrogen based,none,1864.6,15.1,58,Yes
1226,west,Soybean,29/11/2023,11/03/2024,7.65,17264,Drip,Silt,Phyosphate-based,Fungi cide,995.1,12.5,27,no
1227,East,Soybeans,17/04/2025,15/09/2025,22.38,71571,Drip,sand,Phyosphate-based,mix ed,1993.5,24.5,41,no
1228,East,Wheat,15/09/2020,22/12/2020,17.04,53235,sprnkler,Loam,Nitrogen-based,Insectcide,398.3,30.1,56,no
1229,North,wheat,30/07/2023,10/12/2023,26.33,94053,Sprinkler,clay,nitrogen based,fungicid,1447,16.5,48,no
1230,Soth,Corn,13/11/2024,18/03/2025,29.49,150003,None,loam,MIXED,mix ed,1340,20.5,26,No
1231,South,Corn,21/03/2024,08/09/2024,0.92,4061,Flood,Silt,Mi xed,Fungicide,1757.4,23.9,25,No
1232,South,wheat,02/10/2022,10/02/2023,38.17,109983,Sprink ler,Silt,organik,fungicid,275.6,32.7,58,Yes
1233,west,wheat,29/07/2020,01/12/2020,35.79,85035,Sprink ler,peat,organik,fungicid,632.4,13.5,32,No
1234,suoth,Cotton,22/11/2024,25/03/2025,18.63,36636,none,Sandy,Phyosphate-based,herbicide,351.1,15.9,69,No
1235,South,Soybean,26/01/2020,17/07/2020,3.12,8001,Dr ip,peat,Nitrogen-based,insecticide,1872.9,33,70,yes
1236,West,wheat,21/03/2023,10/09/2023,37.87,114389,Floo d,Loam,None,Mixed,910.6,11,68,No
1237,South,barlay,05/08/2021,11/12/2021,47.78,160477,Flod,Cly,ORGANIC,Herbicid,1829.1,26.4,33,No
1238,west,Soy,19/08/2022,11/12/2022,12.39,30282,dripp,silt,Mixed,MIXED,659.4,26,52,no
1239,South,wheat,07/09/2022,25/12/2022,16.51,35458,Nne,Peat,phosphate based,Fungicide,340.1,19.6,43,No
1240,West,Rice,21/06/2022,24/11/2022,9.6,58813,DRIp,LOAM,Nitrogn-based,Insecticide,663.4,21.7,44,No
1241,North,Rice,28/11/2021,28/03/2022,29.06,104198,Dr ip,PEAT,Nitrogn-based,Fungicide,1234.6,31.4,31,yes
1242,suoth,Rice,12/01/2021,19/04/2021,8.16,37382,Sprink ler,silt,nitrogen based,Insecticide,1705.9,14.1,66,No
1243,west,Cotton,15/04/2020,28/09/2020,18.13,28078,flood,Sandy,organik,Mixed,832.2,15.8,59,no
1244,North,cotton,01/06/2021,20/10/2021,35,72574,Dr ip,Si lt,nitrogen based,Insectcide,1838.1,22.8,43,no
1245,North,barlay,11/04/2025,02/10/2025,28.23,69623,none,Lom,None,mix ed,564,20.2,41,No
1246,North,corn,30/10/2024,09/03/2025,19.63,56593,Flod,LOAM,Nitrogn-based,Insectcide,1417.7,24.4,64,yes
1247,East,Soybean,05/09/2022,01/03/2023,21.3,50991,None,PEAT,ORGANIC,Fungicide,1497.9,33,42,No
1248,suoth,barlay,21/08/2020,06/12/2020,28.32,78700,flood,silt,Phyosphate-based,mixed,620.5,32.9,31,no
1249,Soth,rice,10/08/2024,11/11/2024,0.79,3056,Sprink ler,Si lt,Phosphate-based,Nne,151.2,15.8,51,No
1250,suoth,Soybean,13/05/2020,02/11/2020,4.39,11375,Floo d,Cly,Nitrogen-based,Fungi cide,794,17.6,63,no
1251,East,barlay,31/03/2022,31/08/2022,44.12,118541,Nne,San dy,None,Nne,185.9,14.1,54,no
1252,Soth,Soy,04/10/2022,08/02/2023,4.36,11013,None,SANDY,organik,Mixed,1811.4,33.2,47,no
1253,suoth,barlay,31/05/2020,01/10/2020,35.49,101907,DRIp,Sandy,Phosphate-based,insecticide,1911.7,19.9,44,no
1254,North,barlay,27/03/2023,17/08/2023,46.04,128231,DRIp,Cly,Non,mix ed,1497.2,21.2,47,No
1255,west,barlay,13/07/2023,01/12/2023,13.9,37923,dripp,Peet,Organic,MIXED,1480.7,30.1,50,No
1256,Soth,Corn,06/11/2023,24/03/2024,18.84,81572,flood,Sandy,Phosphate-based,none,557.7,22.8,38,no
1257,West,Wheat,19/04/2020,22/07/2020,28.66,93646,Flood,Silt,phosphate based,Nne,240.5,13,55,no
1258,West,Soybeans,06/11/2020,19/04/2021,44.14,105665,Sprink ler,silt,ORGANIC,Fungicide,1624,20.9,51,no
1259,South,rice,01/11/2020,30/04/2021,47.12,178193,Nne,Clay,Nitrogn-based,insecticide,1162.4,25.8,33,no
1260,Soth,rice,19/07/2024,29/12/2024,37.11,159846,SPRINKLER,Sandy,MIXED,Herbicide,1395.1,28,47,no
1261,west,Corn,26/02/2023,20/06/2023,4.79,24711,SPRINKLER,Peat,MIXED,Nne,1581.3,26.1,34,no
1262,East,wheat,27/04/2025,07/09/2025,33.62,90296,DRIp,peat,ORGANIC,insecticide,877.9,13,47,yes
1263,North,cotton,14/09/2021,10/01/2022,20.81,49427,Floo d,Cl ay,Mixed,None,374.6,17.6,34,No
1264,South,Soybeans,23/06/2020,17/12/2020,23.8,48886,Nne,SANDY,nitrogen based,MIXED,1610.6,28.3,26,no
1265,West,Soybean,23/05/2021,28/10/2021,2.93,6191,Drip,loam,Mi xed,Mixed,962.2,32,61,Yes
1266,East,cotton,30/08/2020,17/02/2021,9.96,21917,none,PEAT,Nitrogn-based,Fungi cide,1671.2,11.2,64,No
1267,East,Soybeans,16/02/2023,16/07/2023,39.63,125099,SPRINKLER,PEAT,phosphate based,None,931.6,11.1,62,no
1268,North,Soy,14/04/2024,06/10/2024,22.97,52451,sprnkler,Peat,phosphate based,None,512.3,26.1,62,No
1269,Soth,Soy,02/05/2022,14/09/2022,15.43,40963,dripp,sand,Nitrogn-based,insecticide,424.9,23.7,25,No
1270,West,Barley,26/05/2023,27/10/2023,19.51,44857,Nne,loam,phosphate based,mixed,1513.5,13.9,42,No
1271,west,wheat,05/05/2023,10/09/2023,42.79,110481,None,silt,organik,Herbicid,1192.3,23.7,59,No
1272,East,corn,07/06/2024,26/09/2024,37.58,219811,Nne,LOAM,Organic,Herbicid,868.7,34.4,31,no
1273,North,Soy,20/06/2023,11/12/2023,13.98,36867,DRIp,Cl ay,Nitrogen-based,Nne,1035,25.8,68,No
1274,west,Soybean,07/04/2021,15/09/2021,6.32,18556,Drip,loam,MIXED,fungicid,1144.3,21.2,66,no
1275,Soth,Wheat,07/05/2024,28/08/2024,12.97,45250,Drip,silt,Nitrogn-based,Fungicide,554.9,30.7,46,Yes
1276,West,Rice,06/12/2022,12/04/2023,46.08,126548,Flod,Cl ay,Phosphate-based,Nne,818.5,15.3,49,No
1277,Soth,Barley,18/02/2022,31/05/2022,29.29,67299,Sprinkler,Sandy,Phosphate-based,Insectcide,655.6,20.4,66,Yes
1278,East,Rice,11/07/2022,08/12/2022,26.91,112071,SPRINKLER,Cly,Organic,fungicid,838,23.2,47,No
1279,west,rice,03/02/2025,20/05/2025,30.02,89512,None,Sandy,Nitrogen-based,Insectcide,1051.1,22.6,33,no
1280,west,wheat,25/06/2022,26/10/2022,18.62,47025,Dr ip,Cl ay,Phyosphate-based,fungicid,429.4,33,51,No
1281,west,barlay,31/08/2021,08/02/2022,40.45,137502,DRIp,peat,Mi xed,Mixed,847.7,17.3,35,No
1282,East,corn,27/10/2024,17/02/2025,26.4,121276,Nne,Peet,Organic,fungicid,832.4,11.4,51,No
1283,East,rice,20/04/2023,14/10/2023,6.28,27796,None,Silt,Nitrogen-based,Fungicide,643.4,32.9,64,no
1284,Soth,Soybeans,28/05/2022,07/10/2022,6.89,17152,Flod,sand,Non,MIXED,1997.1,15.4,52,no
1285,South,rice,17/09/2021,09/03/2022,27.07,97236,Floo d,PEAT,organik,mix ed,239.9,19.5,42,no
1286,Soth,Cotton,10/03/2023,19/06/2023,46.86,70324,none,Peet,Nitrogen-based,Insecticide,1321.6,23.3,60,Yes
1287,West,wheat,25/06/2023,21/10/2023,15.76,48934,dripp,Peat,nitrogen based,Herbicide,431.4,34.4,58,yes
1288,North,Soy,03/05/2020,15/09/2020,43.54,132600,flood,San dy,organik,Mixed,1695.1,23.4,37,No
1289,west,Wheat,02/06/2023,28/09/2023,38.32,103725,none,LOAM,organik,Herbicide,1837,21.2,70,no
1290,South,corn,24/02/2024,02/07/2024,12.77,64507,sprnkler,LOAM,phosphate based,mix ed,862.8,24.6,54,no
1291,North,Rice,22/07/2020,12/12/2020,2.3,7102,flood,sand,Mi xed,None,1664.6,34.3,52,No
1292,South,Barley,24/04/2025,03/09/2025,5.54,13947,flood,Cly,ORGANIC,mix ed,574.8,30.4,46,yes
1293,suoth,Soy,11/04/2024,26/08/2024,36.56,96073,DRIp,Sandy,Phyosphate-based,insecticide,366.1,14.2,48,No
1294,Soth,Soybean,01/03/2021,02/07/2021,10.38,28844,Nne,Peat,organik,Fungi cide,700.2,30.1,54,No
1295,East,Soy,05/07/2023,16/12/2023,18.88,51136,Drip,San dy,MIXED,Insecticide,749.2,31,69,no
1296,west,Barley,08/03/2021,13/07/2021,25.33,49311,Flod,Sandy,Phyosphate-based,mixed,855,27.3,62,No
1297,Soth,Barley,25/06/2021,21/11/2021,36.41,94960,Floo d,Lom,Mixed,herbicide,808.6,26.4,44,No
1298,North,Cotton,14/09/2023,28/12/2023,6.1,10429,sprnkler,loam,none,herbicide,881.2,21,30,No
1299,suoth,Soy,15/06/2020,12/11/2020,20.62,49160,SPRINKLER,Sandy,nitrogen based,none,1449.1,26,57,no
1300,suoth,rice,17/11/2020,21/02/2021,24.51,96404,SPRINKLER,Silt,nitrogen based,mix ed,566.6,28.4,62,no
1301,suoth,Soy,06/05/2021,24/10/2021,27.27,79079,Sprink ler,clay,ORGANIC,Insectcide,135.3,13.1,39,No
1302,North,wheat,21/12/2020,03/06/2021,41.01,128478,Flood,LOAM,organik,fungicid,1030.4,16.4,39,Yes
1303,North,wheat,04/02/2023,18/07/2023,9,32742,Sprink ler,silt,nitrogen based,fungicid,951.8,14.9,56,Yes
1304,North,barlay,02/06/2020,18/11/2020,40.49,101476,Sprinkler,sand,Phyosphate-based,MIXED,214.1,31,38,No
1305,North,Cotton,16/11/2020,23/02/2021,34.8,54805,Drip,loam,None,Fungicide,354.2,27,66,No
1306,suoth,cotton,06/01/2020,04/06/2020,28.02,68272,SPRINKLER,Lom,nitrogen based,insecticide,1068.8,21.3,32,No
1307,suoth,cotton,16/04/2022,08/08/2022,35.13,74828,DRIp,Clay,Organic,fungicid,546,30.7,60,no
1308,South,barlay,11/07/2022,12/12/2022,20.89,51970,dripp,Cl ay,Organic,Fungi cide,1767.4,27.9,46,yes
1309,Soth,Soybeans,12/11/2023,25/02/2024,7.35,19581,Flood,sand,Phosphate-based,Herbicide,429.3,32.8,62,No
1310,west,cotton,01/05/2023,25/10/2023,33.46,75304,Sprink ler,SANDY,ORGANIC,Nne,138.2,11.9,44,Yes
1311,East,wheat,20/08/2022,05/01/2023,26.47,80829,Floo d,sand,Nitrogn-based,none,950.4,22.7,48,No
1312,suoth,barlay,19/08/2021,23/01/2022,32.15,80175,Nne,peat,Nitrogen-based,Insecticide,1973.7,27.7,45,No
1313,East,Corn,07/03/2020,13/07/2020,17.23,80447,sprnkler,Silt,Phosphate-based,Insectcide,1304.4,15.2,52,yes
1314,Soth,rice,19/04/2021,08/09/2021,45.39,189474,Drip,LOAM,Nitrogn-based,Fungicide,772.7,18.2,47,No
1315,Soth,Soy,13/08/2021,17/11/2021,29.57,76130,Floo d,silt,Mi xed,mixed,132,20.5,48,no
1316,East,rice,18/12/2023,05/04/2024,4.73,22360,none,SANDY,Nitrogen-based,Herbicid,1021.4,29.9,63,No
1317,suoth,barlay,02/08/2021,17/11/2021,22.77,61117,Sprink ler,loam,phosphate based,Fungi cide,492.3,22.3,68,no
1318,East,Wheat,10/12/2023,03/04/2024,37.94,97365,SPRINKLER,Cly,organik,insecticide,1330.7,22.3,47,no
1319,South,Soy,26/10/2024,08/03/2025,39.81,137997,Dr ip,peat,Nitrogn-based,herbicide,1207.7,20.8,28,No
1320,West,Corn,18/07/2022,07/12/2022,24.98,128169,flood,Silt,nitrogen based,Fungicide,603.9,15.7,70,yes
1321,suoth,Corn,25/05/2020,03/11/2020,44.79,251974,Flod,Loam,ORGANIC,mixed,230.9,33.1,28,No
1322,suoth,rice,08/11/2023,04/04/2024,13.75,59305,dripp,Clay,Nitrogn-based,Nne,1534.5,17.9,54,No
1323,west,Rice,23/04/2021,09/08/2021,20.82,85610,None,sand,ORGANIC,Insectcide,1212.4,24.2,52,No
1324,North,Soy,07/03/2025,15/07/2025,44.98,108608,dripp,sand,None,none,1700,13.7,55,No
1325,West,corn,25/06/2021,16/10/2021,44.86,129965,dripp,Silt,organik,Herbicid,593.6,20.9,57,No
1326,Soth,Corn,01/06/2024,09/09/2024,34.44,144736,Flod,loam,Phyosphate-based,Fungicide,1340.4,32.6,43,No
1327,suoth,Wheat,08/06/2024,07/11/2024,43.02,135431,flood,peat,phosphate based,Mixed,325.5,34.9,34,no
1328,East,Cotton,04/07/2023,13/11/2023,4.89,5791,none,Peat,ORGANIC,fungicid,654.4,19,49,no
1329,West,Soybeans,22/04/2023,09/10/2023,43.32,109463,DRIp,Clay,Nitrogen-based,Insectcide,1347.4,13.8,61,No
1330,west,Rice,16/09/2023,06/01/2024,16.37,71974,Sprinkler,silt,none,mix ed,1668.6,17.9,37,No
1331,Soth,Cotton,04/07/2024,11/11/2024,9.33,20992,none,peat,organik,Herbicid,709.8,18.2,30,Yes
1332,North,Rice,27/03/2025,14/09/2025,12.35,53832,Dr ip,Clay,phosphate based,Fungi cide,1617.8,26.1,54,No
1333,North,wheat,09/02/2021,17/05/2021,21.19,72708,dripp,Sandy,Phosphate-based,Insectcide,1387.7,22.4,47,No
1334,west,Wheat,20/05/2022,18/08/2022,12.93,48132,Sprinkler,SANDY,organik,MIXED,762.5,29.2,60,no
1335,west,wheat,23/08/2020,17/01/2021,16.37,57184,Sprink ler,Peat,organik,Fungi cide,1765.2,27.5,40,No
1336,East,rice,20/01/2023,25/05/2023,7.18,29567,Sprink ler,peat,Mixed,mix ed,1067.5,16.3,32,Yes
1337,suoth,Barley,05/04/2021,30/07/2021,15.16,41590,None,Si lt,organik,Herbicide,1331.7,29.6,40,no
1338,North,Soy,19/08/2023,08/12/2023,28.83,73314,Flood,Peet,ORGANIC,fungicid,1041.7,31.2,35,No
1339,Soth,wheat,01/11/2020,13/04/2021,22.37,64336,Sprink ler,Si lt,Phosphate-based,Fungi cide,960.2,25,25,yes
1340,West,barlay,03/02/2025,24/05/2025,17.66,57737,Flod,Lom,nitrogen based,Fungi cide,1711.2,33.2,46,No
1341,Soth,Soybean,28/06/2021,27/11/2021,37.45,101659,DRIp,Peet,Nitrogn-based,Insectcide,659.9,29.6,42,no
1342,South,corn,19/08/2024,28/11/2024,44.73,210865,Flod,Silt,mixd,None,169.6,24.9,60,no
1343,South,Cotton,18/10/2020,01/02/2021,37.96,90998,Flod,Sandy,organik,herbicide,1771.6,32.7,35,yes
1344,west,Soy,26/05/2020,10/11/2020,16.93,40471,DRIp,Silt,phosphate based,Herbicid,1667.5,25,44,yes
1345,East,corn,02/05/2020,24/09/2020,37.35,160256,Dr ip,Peat,Organic,MIXED,796.5,23,34,No
1346,South,Barley,05/12/2020,25/05/2021,8.02,22419,Floo d,peat,Phosphate-based,Mixed,452.4,18.9,34,Yes
1347,North,Soybean,11/06/2024,02/11/2024,6.95,15227,Sprink ler,silt,mixd,Nne,1383.5,32.1,61,No
1348,Soth,corn,21/09/2021,09/02/2022,17.61,100414,Floo d,Cly,Nitrogn-based,mix ed,249.6,13.1,46,no
1349,Soth,corn,03/05/2023,24/09/2023,40.48,176732,SPRINKLER,peat,Phyosphate-based,Herbicide,905.1,21.8,35,no
1350,west,Cotton,13/03/2024,11/08/2024,12.69,24940,sprnkler,Lom,Mixed,Insecticide,263.1,23.4,59,No
1351,suoth,cotton,15/08/2024,01/01/2025,3.63,8283,None,PEAT,Organic,Herbicide,1236,23.9,33,no
1352,suoth,Soybean,11/03/2023,09/06/2023,7.02,15675,dripp,Peat,Phyosphate-based,MIXED,151.7,26.3,39,yes
1353,West,Soy,01/03/2025,03/06/2025,43.01,114156,flood,silt,MIXED,Fungi cide,1295.6,22.6,43,no
